Gene_name,Com_Genes_No
MKRN1,2960
DIS3L,2960
C9orf152,2961
RABL2A,2959
IGLV2-8,2961
CD300E,2961
ENSG00000284626,2962
UBTF,2959
KIAA1841,2961
RUSC2,2957
RBM6,2960
ENSG00000256029,2962
USP18,2961
C17orf58,2960
GCK,2960
NCS1,2961
B4GALNT4,2961
TTC19,2959
NSUN3,2960
STING1,2960
LCT,2961
PIK3C2G,2961
RNF213,2961
DHODH,2961
LRRC28,2959
ENSG00000244255,2962
LPIN3,2960
MRGPRX1,2963
SLC38A11,2961
HSD17B12,2961
LIPI,2957
LRRN1,2960
LSM8,2960
IL4R,2959
TADA1,2961
QRSL1,2961
PCDHAC2,2961
GOLGA7B,2959
SLITRK2,2959
TMEM231,2959
TMSB4Y,2961
C7orf61,2959
SON,2960
C16orf46,2961
ATXN2L,2958
AATF,2960
MGARP,2960
ZNRD2,2958
CYP1A2,2960
SEMA4D,2961
ZMIZ1,2961
BHLHE41,2960
KCTD2,2960
ACSM5,2961
SNX15,2961
LHX6,2960
MYD88,2962
LCE1E,2959
KRT39,2960
LMF2,2960
SLC6A6,2960
MYO5B,2961
RBM38,2960
SLC9A7,2961
LDHB,2960
PHOSPHO1,2962
PDHB,2960
DNAAF6,2960
STYXL1,2960
PARP6,2959
IGHV4-4,2961
CXCL13,2960
CFI,2961
OR2B8P,2960
RAD54L,2959
PCF11,2961
CLEC11A,2960
ELP4,2961
PFN1,2960
CEP43,2960
FMN2,2960
GMPPB,2960
ST6GALNAC4,2961
HAUS1,2960
ENSG00000288607,2960
C16orf89,2961
DENND1C,2960
RASSF10,2961
DESI1,2961
ARL2-SNX15,2960
TMEM240,2960
ARHGAP26,2959
BMP8B,2960
CLDN18,2961
REEP4,2960
MGP,2960
ZBP1,2960
CHAMP1,2961
ANKS1A,2960
GRID2IP,2960
COPB2,2959
AFAP1L2,2961
TMPRSS3,2961
IL12B,2961
ZNF195,2961
OR2M5,2961
CERCAM,2962
PLEKHG4,2961
YTHDC1,2960
MAP3K15,2960
ANO6,2959
PRR23B,2960
RALGAPA1,2960
ENSG00000233757,2959
APBB3,2960
ABRAXAS1,2961
IFNA7,2959
TRAV4,2960
TSEN34,2960
GHDC,2960
ADAMTS5,2961
FAM20C,2961
ATPSCKMT,2961
DYNC2H1,2960
MS4A13,2960
UBE2D1,2957
CHD5,2960
ADM,2959
TMEM61,2961
NFATC3,2959
TAS2R8,2961
LACTB2,2960
SLC6A7,2959
ZKSCAN1,2960
HAUS3,2960
FANCF,2962
RTEL1,2960
TEX51,2961
H3-5,2960
RPS6KC1,2962
SNRPC,2961
ENSG00000258830,2959
SFPQ,2961
SCARF1,2961
MRGPRD,2962
ENHO,2960
FKBP9,2961
GRPEL2,2960
RBX1,2960
ALDOA,2961
PCDHA5,2960
RAB37,2961
PPP1R2B,2960
NR4A1,2960
FBXL7,2959
INTS9,2962
FEN1,2960
PSMB3,2961
LRCH3,2960
MIB2,2962
SLC26A8,2960
SYNDIG1L,2960
GOLGA6A,2960
HCAR3,2962
IL37,2959
MTERF1,2960
PLA2G15,2959
C4BPA,2959
GRK7,2960
ZNF213,2960
RILP,2960
MAP3K14,2960
RAB4B,2960
GABARAPL1,2961
FCN2,2961
CLCA2,2960
PLEKHG1,2961
STX4,2959
MYLK2,2960
MUC17,2962
TATDN2,2960
SLCO4A1,2960
TAF12,2959
PAGE1,2962
FNDC8,2961
NUDT22,2960
AP2S1,2961
BORCS7,2961
PPP1R3G,2960
NPS,2960
MAGEF1,2960
IL2RB,2960
TRPM5,2961
DCTN2,2960
CLEC4A,2961
C1RL,2958
NCR3LG1,2960
UBAC2,2962
GUCA1A,2961
EIF2AK1,2960
GUCY2C,2960
BTRC,2962
PLD1,2959
NIPSNAP3B,2960
STON1-GTF2A1L,2961
SFXN3,2960
SHTN1,2961
USF3,2960
NR4A3,2961
PALB2,2959
PLEKHA7,2961
FAM155A,2961
WDR64,2961
PSMB6,2960
ARRB1,2960
OR51V1,2962
USP49,2961
FRG1,2961
TMED10,2962
CD40LG,2960
FZR1,2961
ASTL,2960
CEP295NL,2960
ZNF735,2961
TNFAIP1,2962
CCL17,2961
IL16,2960
TMEM218,2961
PRKACG,2958
ZBTB49,2960
C16orf54,2959
ECH1,2959
ENSG00000288643,2959
ATG101,2961
PTER,2960
ZNF662,2961
GNPTAB,2961
MAGEA2B,2960
C16orf87,2961
ABCA9,2960
ZNF174,2959
ACSBG2,2960
C19orf81,2961
PIK3AP1,2961
PRSS54,2961
SLAMF8,2961
ENSG00000259784,2960
ZNF716,2960
ZNF804A,2959
HAO2,2959
H2AC6,2959
GANAB,2960
CRMP1,2959
KCND3,2961
PCGF1,2960
OR13F1,2959
PRPF4B,2961
TTC23L,2961
SP140,2961
CNIH2,2960
SLC22A6,2959
PRND,2959
DDC,2961
RAB2B,2959
CHD8,2959
PRDX2,2960
CCDC136,2961
ZNF225,2959
MBD4,2960
PAAF1,2960
RAB17,2959
PRPF38A,2961
SVIP,2960
EML1,2961
PSG2,2960
DUSP13,2961
FYN,2959
GBGT1,2959
CDK5RAP1,2960
CCDC183,2960
CA11,2959
RXYLT1,2960
AGAP5,2960
PROB1,2959
HSP90AA1,2962
ATP5MG,2960
VPS52,2960
SEC11C,2960
NFKBIL1,2959
CPT2,2959
KLRC3,2959
TP53,2961
RPL37A,2963
IP6K1,2961
PDCD6-AHRR,2960
TRBJ2-6,2960
RWDD3,2960
PIEZO1,2960
CNR1,2961
GPR153,2962
GABRR3,2959
KRTAP5-10,2959
APOOL,2960
USP17L8,2960
MFRP,2959
FAM90A14P,2959
REN,2961
NELFCD,2960
TLDC2,2961
PRIM2,2961
PRAC2,2961
IGFN1,2962
PIWIL4,2961
PPM1G,2961
SLC51B,2959
KRTAP3-3,2959
BMP2K,2961
DHPS,2959
MIGA2,2959
WDR45,2961
CGRRF1,2960
HIF1A,2961
NDUFC2,2958
SOS2,2961
UBC,2959
TRAM1L1,2959
KRTDAP,2961
CDKL1,2961
GFY,2959
PRODH,2960
GPR156,2961
ENSG00000285585,2959
MYH4,2959
MFSD14B,2961
NRBP1,2962
CHST3,2959
NCL,2960
KRTAP8-1,2960
GIT1,2959
MANBAL,2959
MED10,2960
USP22,2960
TROAP,2961
BAHD1,2961
NEUROG3,2961
RBBP8NL,2960
URGCP-MRPS24,2962
PMS2,2959
ZMYND15,2961
ELF2,2962
SRPK2,2960
BLID,2958
FCRL6,2960
SMPX,2960
TCEANC,2961
ORAI3,2960
CHGA,2961
HGF,2961
LMO1,2961
CDKN2D,2960
TRAPPC14,2959
MAGEA9,2959
ENSG00000285947,2959
MMS22L,2960
FAM162B,2960
OR13D1,2960
ALCAM,2960
RANBP9,2961
DAG1,2961
TPRX1,2961
YARS1,2960
SLC41A1,2961
ISOC1,2961
CDHR4,2962
OR13C2,2961
ENSG00000226690,2960
AMN1,2960
GCA,2960
BIVM-ERCC5,2961
SETMAR,2961
ZNF862,2959
NHP2,2961
MYOM1,2961
HS3ST3A1,2962
ASAH2,2961
SRRM3,2962
PSME3,2959
NUTM1,2961
PLEKHA6,2958
CYP2S1,2960
GNG4,2958
NKTR,2962
MTO1,2960
CHORDC1,2961
RAB3IL1,2958
GOLGA2,2958
SQOR,2960
CFD,2959
EDIL3,2960
PLEKHO1,2960
ENSG00000255872,2961
SCGB2A2,2960
PDS5A,2960
NBPF26,2961
BRINP1,2959
EFR3A,2962
NUP210,2959
CTSK,2961
MAP7D3,2958
FST,2960
ZC3H4,2962
TLL2,2961
DIP2A,2962
NIP7,2961
KDELR3,2960
BLK,2959
BOLA2B,2960
ZHX1-C8orf76,2960
PRMT2,2960
CD38,2960
TBRG4,2959
BABAM1,2961
PDCL2,2960
XG,2961
MBD3L2,2960
SYT4,2960
DEFB110,2959
FGF10,2960
CHMP1A,2960
HGH1,2962
TFAM,2961
A2ML1,2959
FADS6,2960
FAM187A,2960
NIPSNAP3A,2959
PYCR3,2960
DHRS2,2960
MCMDC2,2960
NAT10,2961
ENSG00000285382,2960
C16orf74,2959
DGAT1,2961
NFYC,2961
C10orf143,2961
NFE2,2960
GFI1B,2960
DDAH2,2959
ODF4,2959
SEMA5A,2962
SPATA5,2960
GNB1L,2961
MGAM,2960
SLC17A3,2960
EEF1AKNMT,2960
ACSF3,2960
PTPRS,2960
KXD1,2960
CENPS-CORT,2959
NAALADL2,2962
FFAR4,2961
LYST,2960
BPIFA1,2960
ARHGAP6,2960
MAFB,2960
OR52L1,2959
MDGA2,2962
ENSG00000285064,2960
CDCA3,2962
SPSB4,2959
CCDC107,2961
SLC2A4,2962
SOCS6,2960
AURKAIP1,2962
WSCD1,2959
PHACTR2,2960
LRP2,2960
CCDC47,2960
NICN1,2959
ENSG00000285025,2961
IDH3A,2961
NPPC,2961
SURF1,2960
NRTN,2962
SCN2B,2960
TREX2,2959
DOHH,2959
CDHR3,2959
LARP1B,2961
PFKP,2961
TEX45,2959
SPANXA1,2961
TRBJ1-2,2961
ENSG00000286098,2959
PLB1,2959
ZNF211,2958
CATSPER4,2962
MTFMT,2960
ENSG00000259132,2960
DENND6B,2962
IGHV3-38,2960
NTAQ1,2960
SNX7,2959
L1CAM,2961
WHRN,2961
TCFL5,2960
ALKBH4,2960
SPATA25,2960
DZANK1,2960
TRUB2,2960
PID1,2961
DAPK1,2959
SLC26A9,2959
LTC4S,2962
EPS8,2959
CDKL2,2960
ZNF626,2960
ZNF444,2960
TK1,2961
MED7,2960
CTAG1B,2960
JMJD6,2962
MEP1A,2961
FBXO6,2962
IRF8,2960
EIF5B,2959
NDUFAF7,2960
MRPL44,2960
F11,2961
B3GALNT2,2961
OR8J2,2959
CELA2B,2960
NUDCD2,2961
CDH5,2960
RPS6KA1,2961
HABP2,2959
AFAP1,2961
BACE1,2959
MYCBP,2961
SLC22A13,2960
TSC22D3,2960
CNOT7,2958
PRAMEF19,2961
CDH1,2961
STAP2,2960
CRB3,2961
IQGAP1,2962
SELENOI,2959
IGFBPL1,2960
TMEM233,2961
CHID1,2961
FHL5,2959
ELANE,2961
ANKRD49,2961
NWD2,2959
GLYATL3,2959
GVQW3,2958
CDK13,2960
CNTN1,2959
USP32,2960
LMTK2,2960
NUS1,2961
KLF2,2962
LMNTD2,2958
ENSG00000269095,2961
GLS,2960
SDHB,2960
CST7,2961
ISL2,2959
SFI1,2961
CCDC13,2960
MED31,2963
MSL1,2962
DTX2,2961
CCNF,2961
OR51S1,2960
KCNK10,2960
IGLV5-48,2960
ATCAY,2960
IGKV1-5,2960
GPR108,2961
CCP110,2960
FMO3,2962
HTR3A,2959
GHSR,2960
ABCA8,2961
KRTAP20-1,2960
SEC24D,2959
CNTRL,2960
TAF1C,2962
RHCE,2960
CADPS2,2962
ZNF644,2961
POLR3C,2961
UGT1A4,2961
HAS1,2960
PLA2G1B,2959
USP9Y,2960
NDUFAF1,2962
SYP,2959
SMARCE1,2959
LRR1,2961
TXNL1,2960
OR52H1,2961
SARM1,2960
SOX3,2960
TNFSF14,2961
SEC16A,2960
SPRR1B,2959
GPN1,2961
PRDM2,2960
FRMPD1,2959
AGGF1,2960
SELL,2961
PSMA6,2959
DOK6,2960
CLDN34,2962
SERPINB10,2960
OR1J4,2960
POLK,2960
ENSG00000285629,2960
LRGUK,2961
SLC10A3,2960
LRRIQ3,2960
FAM241B,2960
NKX2-1,2961
PIKFYVE,2960
DNM2,2959
LGALS12,2961
RELL2,2961
OR11H7,2959
SENP3-EIF4A1,2961
PUDP,2960
BTBD18,2961
LRRC15,2960
GAREM2,2961
PEAK3,2961
TMEM17,2960
IGLV2-11,2960
SIK3,2958
TRBV4-2,2957
ULBP1,2959
HIC1,2960
RP1L1,2960
ACER3,2960
PGS1,2960
DHX33,2959
CCDC138,2960
FNDC5,2960
KREMEN2,2961
C4orf50,2959
VHLL,2960
ENSG00000272104,2960
ZNF678,2961
IFNA4,2958
PFDN1,2960
RAB9A,2959
REV3L,2962
AKAP7,2961
CD83,2961
CASP5,2962
GPR182,2960
OR2Z1,2961
TSPYL1,2961
MED26,2959
TPRKB,2960
ULBP2,2959
ENSG00000288529,2960
EVI2A,2960
OR10C1,2960
ACBD3,2960
ZNF835,2963
NGFR,2959
GYS1,2960
TMEM204,2961
STRBP,2959
COMMD4,2960
GOLGA6L2,2959
ERP44,2960
UBAP1L,2962
ATP5F1D,2961
STRIP2,2960
RAD51C,2960
CBX8,2961
MORF4L2,2959
ADPRS,2962
TECR,2961
CLEC3B,2961
ALG11,2961
PRUNE2,2958
SDF2L1,2960
RPS4X,2960
ENGASE,2959
ZNF230,2960
NYNRIN,2961
MEI1,2961
LHFPL2,2959
HECTD4,2962
KRTAP10-5,2961
EIF4E1B,2961
SHISA9,2957
MSLNL,2962
HMGN1,2960
SLC26A5,2959
ISCA2,2962
BMPR1A,2960
KRTAP5-5,2960
TFIP11,2960
EXOSC6,2958
CTBS,2959
TFDP1,2961
SLC35A3,2962
DNAH1,2959
AZIN2,2962
DRD3,2961
IRF4,2961
OR4C3,2959
PYGL,2960
MNAT1,2958
ARHGAP19,2960
KIR3DL1,2960
SLC5A1,2960
WSB1,2961
LY6K,2960
FAM186B,2959
ENSG00000288654,2961
KIF19,2960
TBC1D3L,2958
BBS4,2960
SHD,2960
RAB43,2960
ATP5MC1,2960
SLC30A8,2959
OR5C1,2962
KBTBD8,2961
EXTL3,2961
FILIP1,2958
OAZ3,2961
WIPF2,2962
WDR26,2962
SLX1A,2961
MAGI3,2962
ELF4,2959
TMEM50B,2961
KRT18,2960
PARP4,2961
MAGED2,2959
C1GALT1,2960
MTMR10,2962
FGF20,2960
ADAMTS20,2961
DAZL,2959
OR5AK3P,2959
FBXO38,2961
POSTN,2960
SLC7A2,2958
WDFY1,2962
ABCB7,2961
IGHD3-10,2961
CUL5,2960
TMOD3,2960
DIPK1A,2960
SH3BGR,2959
LRRN4,2959
GPX8,2961
H2AC12,2960
MBOAT7,2961
CHUK,2960
POGZ,2960
ENSG00000284987,2960
DEAF1,2960
KRT36,2960
OR12D1,2960
DRG1,2961
HM13,2960
ENSG00000272442,2961
TMEM120A,2959
ITSN2,2960
ENSG00000267127,2961
IPO13,2960
VMA21,2960
NDFIP2,2959
ANXA10,2960
PRSS51,2958
UPF1,2960
PGLYRP2,2961
FAM236D,2960
CAT,2960
GLCCI1,2961
TIMELESS,2959
FBXL3,2958
TMPRSS6,2960
GNA15,2961
CDC42EP5,2961
OR9Q1,2960
GPR15,2960
TNFSF9,2960
LHX1,2960
NHLRC2,2960
MAML2,2960
PRAG1,2960
OR11H4,2961
HHLA1,2959
KRT80,2960
ENSG00000285218,2961
ADARB1,2960
TLN2,2962
KLF18,2960
TEX37,2960
ENSG00000257921,2960
IFT172,2962
C6orf132,2960
ATP5MF-PTCD1,2961
SCML1,2961
CCDC186,2960
WFDC9,2960
MAMLD1,2960
ATP6V1C1,2960
ROGDI,2961
CSNK2A3,2960
CHP2,2960
DBR1,2961
TCP10L,2960
ZNF8,2959
HSD17B13,2960
ZBTB3,2960
SMTNL1,2959
NDEL1,2960
TMTC1,2959
KLHL20,2959
GADD45GIP1,2961
SPTBN5,2959
RAB5A,2962
LIAS,2958
EIF2B1,2960
ARL13B,2961
SHC1,2960
TLR10,2958
ZNF605,2961
GTPBP3,2961
BMI1,2961
HTR4,2960
CDY1B,2961
NLRP5,2960
FTHL17,2960
TRAP1,2959
PURA,2960
TXLNA,2961
CCM2L,2961
TNFRSF14,2961
SNRPG,2960
CTNNA1,2959
IGKV1-17,2959
MYOZ2,2960
C16orf92,2961
RING1,2960
ATP6AP2,2959
FPR2,2960
LYZL6,2961
TENT5B,2962
SUCLA2,2959
PRR5-ARHGAP8,2960
IGLJ7,2959
TSEN54,2962
SAMD9,2962
OR4E2,2962
IKZF3,2960
EIF4A3,2960
SFT2D3,2960
TRMT10C,2959
OR9K2,2961
IGLV4-60,2960
ENSG00000257184,2961
PHYHIPL,2962
NDUFB9,2961
TNFRSF1B,2958
IDUA,2959
CPSF4L,2960
YTHDF3,2961
COL16A1,2962
IGFBP1,2959
NARS2,2961
PATJ,2961
OR5H2,2960
PM20D2,2960
ANKRD17,2961
CEP126,2961
ARMC10,2961
LSM5,2961
KRTAP13-1,2960
MATN1,2961
DCTD,2960
UACA,2962
C1QTNF5,2959
ENSG00000267426,2961
EIF2D,2961
CDH4,2961
CDC42,2959
ODAM,2957
ZNF397,2958
BECN2,2959
PPFIBP2,2962
TSHR,2961
OSR1,2961
SEMA4C,2960
CLDN24,2961
GOLIM4,2961
AOC3,2962
DCAF4L2,2960
PYROXD2,2960
ARGFX,2960
MCFD2,2959
GFRA1,2959
KRT19,2960
CHRM2,2958
FAM98B,2961
GPR20,2960
TMEM41B,2959
FAH,2961
EPN2,2960
SPATA18,2961
TMEM161B,2960
FIP1L1,2960
CRYGD,2960
CLHC1,2962
CCT6A,2961
KLRG1,2963
ENSG00000288616,2960
YWHAH,2960
EFCAB13,2961
MED29,2961
CLDN25,2961
HOXD1,2962
SFXN2,2961
RBM46,2961
MRPL50,2960
TNRC6A,2962
SLC25A47,2962
PDSS2,2960
B3GLCT,2959
SYNGR4,2959
NEK11,2960
ACRV1,2959
HS3ST4,2960
NLRP7,2960
MYO1F,2959
DUSP21,2960
THAP3,2962
VAPB,2960
SMIM2,2961
GALNT9,2962
CHRAC1,2961
ATP1B3,2961
COMMD2,2961
CMTM5,2961
SYNPO2L,2960
ZNF560,2960
UGT1A1,2960
TP53I3,2961
ENSG00000260371,2960
KLRK1,2959
KDM5B,2960
HABP4,2961
MED27,2962
PRSS36,2960
AKR1C2,2960
ENSG00000284820,2958
PCDH11Y,2961
C1QL2,2961
TEX15,2961
MFNG,2961
COL1A2,2961
C17orf78,2959
ELAVL1,2961
RAB7A,2958
PLPP6,2960
NCBP3,2961
BHLHE22,2959
TRGJP,2961
CLEC2A,2960
POLR2B,2960
DPY30,2961
MS4A3,2960
TEX13D,2961
LRMDA,2960
PSPH,2960
ATF2,2960
KLHL22,2959
ZNF671,2961
ESCO1,2961
RANGAP1,2960
SLAMF7,2961
CLIC6,2960
MARCOL,2960
MED21,2960
IL17REL,2959
CHIA,2961
BPNT2,2961
OR9A2,2961
GTF2A1,2961
NPW,2960
PGLYRP1,2963
DLK2,2960
ANGPTL2,2961
JAG2,2961
WDR49,2960
CDCA5,2962
TENT4B,2960
PI4K2B,2961
APCDD1L,2962
PGAP3,2958
MTHFSD,2961
PAX6,2959
CDK2AP1,2962
FOXQ1,2961
MRPL20,2960
CCDC189,2959
PUM2,2960
ITK,2960
CYP39A1,2960
PDCL3,2963
ENSG00000255339,2961
C11orf54,2961
GADD45A,2961
UBE2I,2959
ENSG00000285404,2959
PIGS,2962
LIG4,2960
SELENOO,2960
CRTC2,2961
SSUH2,2960
FZD10,2962
ZDHHC4,2961
MMS19,2959
DCLK2,2959
MOGAT1,2959
RAB34,2962
APOL3,2961
BET1L,2960
ACOT2,2961
ELN,2961
PPP3CA,2960
OR10G4,2961
ALDH1A2,2959
COQ8A,2961
TXNDC2,2958
ATAD1,2959
CD209,2961
EPG5,2959
PA2G4,2960
UBR1,2962
METTL8,2960
PRPF40B,2961
BANF1,2960
FNDC11,2962
CDS2,2960
STPG3,2960
APOD,2960
PLA2G5,2962
FKBP2,2961
PRAMEF4,2961
ARF1,2959
KIAA0319,2961
OR9Q2,2960
CDKN2C,2962
RBM24,2960
HSFX3,2959
PLLP,2961
ADIRF,2960
BRIX1,2960
EXOC1L,2960
SAMD8,2960
MZT1,2961
KRTCAP3,2961
ZNF721,2963
ME1,2960
CTSF,2960
VCAM1,2959
PCDHGC4,2959
MICOS10-NBL1,2961
SEM1,2960
IGLV3-27,2960
DTX3,2960
WDR83OS,2962
LRIT3,2960
DMAC2L,2961
OR2K2,2962
POLR2J2,2960
SMO,2959
REV1,2958
METTL7A,2963
PSMD7,2960
NRXN1,2962
SH3RF3,2961
COLGALT1,2959
HNRNPCL2,2961
COX16,2961
STX8,2959
IFNGR1,2960
MPZL1,2960
TARS2,2960
MYO9B,2960
CHMP2B,2961
SNX11,2958
MIER3,2962
SLC12A6,2960
ASNSD1,2959
PARVG,2960
ADCK1,2961
RAX2,2962
FOLR3,2960
CTSE,2960
SENP6,2959
ACD,2962
DDX42,2961
ENSG00000272921,2961
SEL1L3,2959
ZNF121,2961
C1orf167,2960
LLPH,2961
TSR2,2960
DYNC1I2,2960
MLLT10,2960
S100A13,2958
CLPSL1,2960
NUP43,2960
GLIS2,2960
HAGH,2961
ENSG00000269693,2961
DHRS4L2,2961
MSTN,2958
PCK1,2960
HOXA3,2961
NSRP1,2961
MFSD10,2961
BEST1,2960
CXXC4,2962
MAU2,2961
GGT1,2960
BTC,2961
WSCD2,2959
FNTB,2963
EIF5,2958
EXOSC3,2959
MCL1,2959
CEP97,2958
CXCR2,2959
NUP188,2960
C11orf42,2960
CMBL,2961
ELF5,2961
MFN2,2961
CTNNB1,2961
HMMR,2959
SAMD9L,2960
PHACTR1,2960
IGFBP5,2961
EFCAB7,2961
KCNK5,2960
PPIC,2960
NKAP,2962
PPM1M,2959
GPRC5B,2961
NDUFA1,2961
TRAJ38,2961
R3HCC1L,2958
CACNG6,2959
HECA,2959
WASF3,2959
AGFG2,2961
VASH2,2959
LYPLAL1,2959
TMEM253,2960
DEFB105B,2959
PCDHGB2,2959
TCF12,2959
IZUMO3,2960
MICALL1,2960
USP25,2958
PLAC9,2960
CLDND1,2961
POU3F2,2960
AARS1,2961
GABPB1,2959
IRAK3,2960
INVS,2958
VANGL1,2962
NT5DC3,2960
TTC12,2960
TRBV5-5,2959
CEBPG,2960
TNRC6B,2960
DHRS9,2960
KRT5,2960
C8orf74,2960
TMEM132D,2961
STK32C,2958
EP300,2961
ECE2,2960
TRAJ40,2961
EXOSC10,2959
LYSMD2,2959
CCNT1,2960
BRCA2,2959
UTP11,2961
SGPP1,2961
PIBF1,2960
TRAF6,2961
STK17B,2959
AGPS,2961
TARS3,2959
TMSB15B,2960
ARPC3,2961
NMBR,2960
HRG,2959
SYT3,2961
SLC9A3R1,2959
LRRK1,2961
U2AF1L4,2959
WDR75,2961
SLCO3A1,2961
WBP11,2958
HPS5,2961
MAPK8IP2,2961
PYM1,2959
OR5H15,2959
GNAT3,2960
INMT,2961
FEM1C,2961
PREX2,2961
CHST1,2961
NCAPD3,2959
PCDHA2,2961
FGD6,2959
PPP6R3,2959
PRF1,2960
PPA2,2959
GALNTL5,2961
SOX17,2962
MARCKS,2960
ZNF683,2959
TUSC2,2960
KLHL1,2959
GRPR,2959
ZNF513,2959
IGFBP4,2960
EHMT1,2960
ADGRF4,2960
POLH,2959
ESRRG,2960
ENSG00000286165,2961
OR10A2,2959
ADH1B,2961
RPL12,2961
CA10,2960
C5orf47,2960
NPY5R,2959
CD80,2960
RD3,2960
OTUB1,2959
THAP8,2960
OXSR1,2960
TEKT4,2960
BORCS5,2961
IMPDH1,2957
WDR77,2960
KIF18B,2961
CCDC28A,2961
OR9A4,2959
PGA5,2962
AREG,2960
NPIPB6,2960
PLSCR1,2959
PRRC2C,2960
TRAF7,2961
OR2AG2,2960
ZNF442,2960
MCCC2,2961
ZNF576,2958
EIF4E3,2960
IGLC1,2961
COL9A2,2961
BARHL2,2959
TRIB1,2960
RAB28,2960
GPATCH8,2961
ENSG00000286112,2960
LBHD2,2959
EPHA3,2960
IKZF2,2960
ZNF425,2960
MED17,2960
SNRPD3,2959
OR52B4,2960
TRAV19,2962
RPS15A,2960
ZNF593,2961
EMD,2958
UNC13B,2960
GFPT2,2960
PLK1,2960
DENND2A,2961
FAM98A,2960
OR6C4,2960
HSPE1,2961
SSR1,2960
GBF1,2960
MUC13,2961
ALB,2959
CEP78,2960
RASIP1,2962
CENATAC,2961
ZNF529,2959
PDGFRL,2960
FARP2,2960
ENSG00000266728,2961
IRF5,2959
DDX49,2960
MAD2L1,2961
NT5C3A,2959
UBA1,2962
DUSP29,2960
MR1,2959
TBC1D32,2960
DIAPH2,2960
LCN8,2960
UMODL1,2960
TMEM234,2962
GALR2,2961
TMEM177,2959
IFT52,2961
DNMBP,2959
MAK,2962
FOXP4,2960
FGF13,2959
GOLGA7,2961
RIOK3,2961
ARSD,2959
ZMYND8,2961
HHLA2,2960
PRRC2A,2959
PRKX,2961
UGCG,2959
WASHC5,2961
RAB15,2960
TRAJ23,2959
ATP6V0D2,2960
TRIOBP,2959
CHCHD7,2961
UCN3,2960
IBSP,2960
PLCB3,2960
EVA1A,2961
APLNR,2961
FGFR1OP2,2962
OR10J5,2960
OR51A4,2962
SMCO4,2958
PPP6R2,2960
PPM1F,2960
CHST2,2962
SLC35B4,2961
HEMK1,2958
PDCD2L,2960
SLC27A6,2960
EFNA4,2959
IGSF3,2960
SREK1,2961
MTCH1,2961
MINDY4,2961
ZNF138,2960
PLCB2,2959
RGPD6,2961
PLCH1,2962
SLC25A6,2959
PTPN2,2960
ADAP2,2960
ZNF85,2960
RDH14,2960
PPP1R12B,2960
TSPYL6,2960
ZSCAN12,2958
YIPF7,2961
PMEPA1,2961
TMPRSS7,2959
DUSP9,2962
SPRTN,2963
PRODH2,2962
BAG1,2961
CAVIN2,2961
TTC6,2959
DCAF4,2960
OSGEPL1,2961
TMLHE,2960
ENSG00000288656,2960
PCP2,2961
PEG3,2959
TMEM165,2962
R3HCC1,2959
CSPG4,2961
CIITA,2958
PLPP4,2960
EP400,2960
CYP4X1,2961
MEP1B,2959
SH3GLB1,2961
USP17L7,2959
IFNL4,2960
RBBP7,2957
TRMT1,2962
SREK1IP1,2961
HOXA11,2959
GJA4,2961
SPR,2960
LGALS14,2960
HHIPL1,2962
RAB4A,2960
NUP107,2961
DLGAP1,2961
MTERF4,2961
LTN1,2961
C1GALT1C1L,2961
LZIC,2961
CLUL1,2959
DVL2,2959
TRAV6,2961
OVOL2,2961
CAPSL,2959
ZIK1,2959
HLA-DQB1,2962
TRPA1,2961
CRHBP,2962
CDK5R2,2962
ZNF287,2961
SLF1,2961
MYL12A,2959
SYN3,2959
ZMYM6,2959
IGHV3-23,2959
DOK4,2960
KRTAP4-11,2961
CGN,2959
C14orf132,2960
DHX9,2961
TAS2R16,2961
SAMD3,2961
ENSG00000285476,2959
PRB3,2960
ZNF761,2961
MAP10,2958
SERINC2,2960
LANCL2,2961
SOCS5,2961
ANKRD55,2961
E2F7,2960
SOX9,2960
SLC2A10,2962
EXD3,2960
HSD3B2,2960
MTMR14,2961
RABGAP1L,2959
DCAF5,2960
CD9,2960
POLB,2961
DTD1,2960
CAV1,2961
NOX4,2962
BNIP2,2960
PITX3,2961
MMEL1,2961
EOGT,2961
GMEB2,2962
VPS37A,2961
GOLT1A,2959
FOXD4,2961
AMY2A,2961
FUT7,2961
C2orf72,2958
MED6,2962
DPEP2,2960
RPS6KB2,2961
BRD3OS,2961
KRT77,2960
LAMTOR1,2962
SGK2,2959
EFCAB2,2959
TLN1,2960
LEFTY2,2961
ZUP1,2962
TMEM140,2960
ITGAL,2960
HSD17B8,2960
SPPL2C,2961
SEC22C,2960
IER2,2958
TMPRSS9,2961
EMILIN2,2961
RIN3,2960
PTPN11,2959
HSD11B2,2961
SLFN13,2959
SH2D1A,2961
UQCRC1,2962
CLDN22,2959
AP5M1,2960
ALPK1,2961
CALD1,2959
GINS2,2961
KIAA0930,2962
JAKMIP2,2962
ZNF177,2961
CGNL1,2960
PLCG2,2962
NXNL2,2961
CYC1,2961
ENSG00000267173,2961
PSME2,2962
LY75,2959
P3H1,2962
HEPH,2959
MSC,2961
ABHD6,2960
RGR,2959
OSBPL8,2960
DNAAF1,2959
SLC17A9,2959
IFI16,2960
ZDBF2,2962
XRRA1,2961
EGLN2,2961
SHROOM3,2960
SENP2,2959
GPR33,2958
OR8G2P,2960
TTC27,2961
CALHM2,2959
