Gene_name,Com_Genes_No
FADS2,2968
CSNK1A1L,2969
FBXW4,2968
SHARPIN,2968
DERL1,2968
NMNAT2,2968
ADO,2968
ARG2,2968
CBSL,2968
ENSG00000266997,2969
ZNF260,2967
CNOT6L,2967
ATP1A3,2968
TRDC,2967
VRK1,2968
MAGEA8,2968
CAVIN3,2968
MAMDC2,2968
FSTL4,2967
MIS18BP1,2969
COX6A2,2968
ZDHHC9,2968
MISP3,2968
C1orf210,2969
CLDN15,2968
MED23,2967
LRRN2,2969
FERMT2,2968
TMEM229B,2968
PATL2,2968
MCTP1,2967
CLEC18B,2968
TUBB,2968
STX18,2967
MCM5,2968
SCYGR1,2968
EFHC1,2968
PPP2CA,2968
WRNIP1,2968
SOCS7,2967
MSH2,2968
ZNF436,2969
PRDM13,2968
CT45A10,2969
ANXA8,2968
SIGLEC14,2967
UPF2,2967
FAM135B,2968
ZSCAN31,2968
CGB1,2968
LSM12,2968
PRKG1,2968
SLC5A8,2968
PTGES3L-AARSD1,2968
ADCYAP1R1,2969
MT1B,2968
SUV39H1,2968
ZNRF3,2968
AGR3,2968
APOBEC3H,2967
CRIP1,2968
LRTM1,2967
KRT73,2968
DCLRE1B,2969
ZFX,2968
LTB4R,2968
TRGV8,2967
DLGAP5,2969
KANSL2,2967
KCTD9,2968
BEX4,2968
RAB35,2968
TMEM164,2967
OR6Y1,2969
XPR1,2968
CCDC121,2969
TMC3,2968
HYAL3,2968
ZDHHC5,2968
ENSG00000288520,2968
ITGA10,2967
ZFYVE1,2967
NFKBIB,2968
RADIL,2967
USP30,2968
CEACAM4,2968
TMEM86B,2968
ANO5,2968
RNMT,2968
CBX6,2967
OPTN,2967
BMERB1,2967
GPR160,2969
KLK12,2967
NPVF,2968
IGHV2-26,2968
SRXN1,2968
CD302,2967
CCDC71,2969
CDC42EP4,2967
PHTF1,2968
FOXN2,2967
DHRS12,2968
FBXO11,2968
OXGR1,2969
CDC42BPB,2968
TMEM237,2968
SSU72P4,2968
LACTBL1,2968
C1orf116,2967
CHMP4C,2969
ATAT1,2968
METTL15,2969
TAB2,2968
GATA5,2968
WWP1,2968
NKX6-1,2968
IGLV2-33,2968
BMPR1B,2968
RCOR2,2968
LBR,2969
ENSG00000285839,2968
BBX,2969
CCDC59,2967
SERINC1,2969
MTURN,2968
XPNPEP3,2968
GZMB,2968
SLC25A46,2968
PLK5,2967
PLAAT3,2968
VIM,2967
SRPK3,2966
FANCM,2968
LRRK2,2968
WDR27,2969
A4GALT,2967
CCDC153,2968
WDR73,2968
SEC63,2968
PRPF39,2967
HBP1,2968
CXCL6,2968
NAA50,2968
BOD1,2967
NYAP1,2968
RAPGEF1,2968
SPDYA,2968
ZNF800,2968
HCFC1,2968
NFATC2IP,2968
COQ5,2968
CIZ1,2968
UPK3BL2,2968
CTF1,2968
SKP1,2968
CTLA4,2968
B4GALT1,2968
CENPS,2969
LRRC27,2968
ENSG00000268400,2968
EPHA2,2968
NEXN,2968
TNFSF10,2968
SPANXN4,2968
PACRG,2968
ENSG00000258465,2968
DCANP1,2968
C9orf135,2967
LMTK3,2968
SULF2,2967
RMND1,2968
ENSG00000284779,2969
MGAT4B,2968
ZNF823,2968
TOR1AIP2,2968
TSPAN19,2968
OR5B21,2968
ATG16L2,2967
PLA2G4A,2968
EVC,2968
THEGL,2969
TTPA,2968
OR6K3,2968
SDSL,2968
NDUFAF2,2968
ACOX3,2968
GPR162,2967
PDP2,2970
ATP11C,2968
SCN10A,2968
TUFM,2968
QSER1,2968
DMRT1,2968
SCGB2A1,2968
ENSG00000256100,2969
C19orf84,2968
PNKP,2969
ENSG00000278646,2968
BLOC1S4,2967
ESR1,2969
SAPCD1,2968
GATA1,2968
TYMS,2968
PHF21B,2968
FAM151A,2967
C1D,2968
ENTPD1,2967
OR1B1,2968
PDF,2969
LYPD1,2968
ENSG00000283886,2968
VAMP2,2968
CCDC77,2968
EHD4,2968
IMMT,2969
PSMB3,2968
RYR1,2968
ETNK2,2967
POLR1G,2968
ZP3,2968
HSD17B2,2968
SLAIN2,2968
GPHN,2968
PDIA4,2968
CYP2D7,2968
ASXL1,2968
KIF3C,2968
SLC44A2,2967
TM9SF2,2967
PAQR9,2967
SLC35A2,2969
KRTAP4-3,2969
RBM34,2968
EIF1,2968
OR4C16,2968
KCTD8,2968
ARNTL,2968
NBEA,2967
GTPBP8,2968
RABGAP1,2968
SLC18A1,2968
IQCM,2968
CFAP70,2968
PERP,2969
POLR1E,2967
LCE2B,2968
EIF3A,2968
TENT5A,2968
CHAC2,2968
C6orf120,2968
FXYD7,2968
ZSCAN10,2968
PARP8,2969
FBXO40,2969
STARD3NL,2967
MT-ND5,2968
FAM240C,2968
CYTH1,2968
PNPT1,2968
C19orf18,2967
PANK1,2966
WDR93,2968
PHGDH,2967
DKK2,2968
VOPP1,2968
HPX,2968
WDR53,2968
IGKV6-21,2968
SLC39A3,2968
ANXA6,2968
MYCT1,2968
DOCK11,2967
FLVCR2,2968
NEMF,2968
KCNJ1,2968
CYBB,2968
CMTM8,2967
ILDR1,2968
ENSG00000263809,2968
CNTN6,2969
ASL,2968
NLRP2B,2968
MTHFD2L,2966
NDUFA2,2968
SLITRK6,2969
ZBTB33,2968
CHIC1,2968
QPRT,2968
FBXW5,2968
SLC27A3,2968
DNAH8,2968
PRR18,2968
MKX,2968
ZNF707,2968
SLC16A3,2968
PROSER2,2969
OR14C36,2968
VWA5A,2967
BTBD19,2968
FZD1,2968
ACTL6B,2969
OGFRL1,2967
TEFM,2967
FAM133B,2967
OR2T1,2968
PRORP,2968
ENSG00000284895,2967
OGFR,2967
TSHZ2,2968
CDCA4,2968
TRIM24,2967
CIB3,2968
C6orf226,2968
PSORS1C2,2968
RAB39B,2966
ENSG00000260861,2968
XRCC2,2969
ROBO4,2968
BGLAP,2969
BPIFB6,2968
RNPS1,2969
FBP2,2968
ROBO1,2967
INSIG2,2968
DLGAP2,2968
CCHCR1,2968
COA4,2967
FAM47C,2967
PTGR2,2967
DSCC1,2968
BAG2,2967
RHOD,2968
PLPP7,2967
SERPINB12,2967
CYP4F2,2968
ZNF738,2969
IGLC3,2968
PFDN5,2967
BIRC6,2968
CXCR6,2968
APLP1,2968
TOB2,2967
LRRN4CL,2968
COMP,2968
PPP2R5E,2967
AKIRIN1,2968
TMEM141,2968
IBA57,2968
S100A1,2968
ENSG00000288658,2968
CKAP2L,2967
HDGFL2,2968
PSMA4,2968
RAET1G,2967
SETD1B,2968
C2orf74,2968
NUF2,2968
FLNA,2968
AMELY,2968
ZNF585B,2968
TTC23,2969
BORCS6,2968
CETN1,2968
C12orf42,2967
JAGN1,2968
ENSG00000249209,2968
TRAJ49,2968
FBXO3,2968
NODAL,2968
CREB3L2,2967
TEX38,2968
COG8,2967
YTHDF1,2968
ZNF253,2967
ZXDC,2968
HES5,2968
FOXO3B,2966
ITIH6,2968
TIMP4,2968
NDUFB4,2968
ZNF250,2967
OLFM2,2969
CALHM5,2968
SP5,2968
TCF7,2968
SECTM1,2968
PCNX2,2967
IGKV1D-12,2968
FBXL14,2968
H4C3,2970
SERPINB13,2967
C13orf42,2968
DLGAP4,2968
TMEM45A,2968
DHX30,2968
LRRFIP2,2968
OR10J1,2968
ENSG00000287585,2968
LCE1D,2968
CD7,2968
ENSG00000256591,2967
DMAC1,2968
NOMO1,2969
TRAV9-2,2967
ZNF426,2969
SRRT,2968
APOBEC3B,2968
STK24,2968
PAX5,2968
ZNF396,2968
NUCKS1,2968
OR13C2,2967
CCDC173,2968
MISP,2968
TMPPE,2968
ARCN1,2969
ZC3H14,2968
CORO1A,2967
GSTA3,2968
LGALS13,2968
INTU,2968
TBC1D12,2967
ZNF561,2968
LTB,2968
DGKZ,2969
ANXA2R,2969
TMEM260,2966
EFCAB10,2968
TK2,2968
PLA2G12B,2967
CYP2C8,2968
HMGB2,2967
SHANK3,2968
HSFX4,2968
METTL21C,2968
CACNA1A,2968
C3orf33,2967
USP8,2967
UGP2,2968
MAP7,2969
ZBED1,2968
TOMM70,2968
IZUMO1R,2968
OR10X1,2967
PRLR,2968
UQCRHL,2968
PPP1R3C,2967
TMEM52B,2969
IGHV3-30,2968
ASAH1,2968
RPUSD1,2968
ANKRD2,2967
RSPH14,2968
CA6,2968
PCSK6,2968
TRIM16,2968
CLIC1,2967
SLC25A52,2968
SYT11,2968
CASR,2968
POLR2M,2967
RASA2,2968
SNX20,2968
YIPF2,2968
UCN,2968
LCA5,2968
ZMYM2,2967
APBB2,2968
ABCB9,2969
ZNF679,2968
MGST3,2968
SLC22A31,2968
H4C4,2967
RNASE9,2969
UGT2B28,2968
TMEM72,2967
CCN1,2967
OR5AR1,2968
HARBI1,2968
AMIGO3,2968
RASL11B,2968
UCP3,2968
SKA3,2968
PECR,2969
CCDC43,2968
SC5D,2968
CLDN20,2967
KIN,2968
NPTXR,2968
HSPA8,2968
CWC15,2968
MAP1A,2968
SMAP2,2968
CYSLTR2,2967
C5orf46,2968
SIRT7,2968
DMP1,2968
SCYL1,2968
PXDN,2967
CAPNS2,2968
PRKAG2,2968
CD8B,2966
MEI4,2966
FTCDNL1,2968
ABHD2,2967
ENSG00000285837,2968
GABRB2,2968
DOLPP1,2968
GOLGA8J,2968
NUP98,2967
FAM102A,2968
SF3B4,2968
TRAF2,2968
HSDL1,2968
TENT5C,2968
ZIC1,2968
APEX1,2968
MGAT4C,2968
TMEM63C,2968
RITA1,2968
OXR1,2968
CCDC134,2967
LAMP1,2968
DEPDC1B,2969
SLC22A14,2968
UQCC2,2968
FAM220A,2968
DTWD2,2968
FBXO10,2968
AFF1,2968
ACP3,2968
SLCO1B3-SLCO1B7,2969
RAB27A,2968
GOLPH3,2968
ENSG00000261732,2967
EXOSC4,2969
MPL,2968
STRIT1,2968
PHF2,2968
GUCA1C,2968
HIGD1C,2968
LANCL1,2968
LGI3,2968
TMEM212,2968
PAPPA,2968
ENSG00000285625,2968
KCNB2,2968
IGHV2OR16-5,2968
FDX1,2968
MELK,2968
OSBPL10,2968
KDM3A,2967
SSU72P3,2966
CLCN7,2968
PTGFR,2968
ZNF280B,2968
B4GALT6,2968
MOSPD1,2967
CXorf38,2968
RGS7BP,2967
COQ3,2967
ASAP2,2968
GPRC5C,2968
ZP4,2968
CCDC115,2968
KIF2B,2968
PPP1R42,2967
ENSG00000288681,2968
CERT1,2968
ZNF784,2968
FZD4,2969
RNF138,2967
SLC18B1,2968
FHDC1,2969
CORIN,2968
RNF19A,2969
TMEM123,2968
ZNF724,2968
NRGN,2968
CCDC127,2968
CYP4F3,2969
DAB1,2968
GZMH,2968
FGFR2,2968
TLR6,2968
PEX11G,2967
LUZP2,2966
ENSG00000285162,2967
PPM1J,2968
TGS1,2968
PSMC2,2968
SLC22A1,2968
PEG10,2967
BEND5,2968
MAPK8,2967
ADHFE1,2968
TFR2,2969
RAD17,2969
IRAK1,2968
GMFG,2967
ZNF627,2968
IGLV3-1,2968
TSR3,2968
IGHA2,2967
NUFIP2,2968
TDRD15,2967
CSMD2,2968
NXPE3,2968
NINJ2,2967
SORBS1,2968
GDF3,2968
HBG2,2968
MRPL41,2968
PAPSS2,2968
CYFIP2,2968
SYNE2,2968
AKT3,2967
DMAC2,2968
NDUFB5,2968
SYCE1L,2968
FGF9,2968
NLRP1,2968
DPP3,2968
RELCH,2968
VKORC1,2968
EIF2S1,2968
MKI67,2968
TLX1,2968
SSX1,2968
CTNNBIP1,2968
FSCB,2968
AQP12B,2968
KIF21B,2968
LPA,2968
OR51S1,2969
ASIP,2968
CDH8,2967
BIN3,2968
ADAMTS14,2968
ZNF207,2968
H2AP,2966
CES5A,2968
TWF2,2968
FZD9,2968
STARD3,2968
POLR3B,2968
CSRNP3,2968
LRRC37B,2968
HERC4,2968
ARMC7,2968
SPTSSA,2968
ENSG00000267140,2968
MTHFS,2967
RIPPLY2,2969
RNF167,2966
RPL7,2967
TMOD4,2968
MICA,2967
SSR2,2968
ECT2L,2968
ENSG00000269307,2968
MRM1,2968
DGKI,2968
MED30,2968
GATM,2968
MAP3K6,2967
AGAP6,2968
PIK3R6,2968
SCN3B,2968
GTSF1L,2967
MYOT,2968
MRPL12,2968
CTBP2,2968
PSMA6,2968
SSC4D,2968
CDR1,2969
PPM1H,2968
TEX55,2967
ANTXRL,2968
CLNS1A,2967
PRSS12,2969
OR1J4,2967
PNMA8A,2968
NUPR2,2967
BRIP1,2968
CABP1,2968
CBX5,2968
KCNT1,2968
REEP3,2968
CYB5R3,2968
CRLF1,2968
SMYD2,2968
NDUFV2,2968
ENSG00000241962,2969
NPSR1,2968
DHRS7C,2967
TIGD6,2969
ZNF90,2969
SLC4A4,2968
PRPF31,2968
TIGIT,2968
POLR3A,2968
CASP9,2968
CYP7B1,2967
ENSG00000284797,2967
PRMT6,2967
CCDC144A,2967
DCAF16,2967
ZNF117,2968
ENSG00000286131,2968
TRAPPC6B,2968
NPHP3,2968
PRRT1,2968
GASK1B,2968
POLE4,2968
PANX2,2968
ACTN3,2968
USP14,2968
KCTD11,2968
VDAC2,2966
SIX6,2968
PAG1,2968
IZUMO1,2968
ZNF132,2968
CLSTN1,2968
IGLV3-21,2968
ATRN,2968
CBLN2,2968
N4BP3,2968
SCN1B,2968
BSPRY,2968
SRL,2968
IGHV8-51-1,2968
CMC4,2968
PPAT,2968
PLOD1,2968
NEUROD1,2967
OR56A4,2968
DIO1,2968
RAB11FIP3,2968
MINDY3,2968
DNAL1,2967
SMC6,2967
MSMB,2967
TRIM46,2968
MT1M,2968
SLC9A6,2968
NKD1,2968
BCAT1,2968
ESCO2,2967
AARSD1,2968
CNNM3,2968
B4GALT2,2968
UBTFL1,2968
C22orf42,2967
RUNDC3B,2967
RNF214,2968
SEPTIN12,2968
GPATCH2L,2968
POLR1B,2968
APOL1,2968
ZNF354A,2968
SPATA31E1,2969
TPRN,2968
TRAJ46,2968
FOXD1,2968
ATP6V1E2,2969
SMIM18,2967
NMT1,2967
RNF7,2967
MANSC4,2969
MYO1A,2968
F8,2968
BCS1L,2968
IRF4,2968
TNFRSF21,2968
SPATA31A5,2968
SDHAF1,2968
VPS50,2968
FCSK,2968
MORF4L1,2968
LRRC25,2968
NOTUM,2967
IGSF9,2968
STON2,2968
ENSG00000260914,2968
ZGPAT,2968
PWWP2B,2968
SAE1,2967
TACC1,2968
RNF38,2967
C16orf96,2968
CCNL2,2968
SNX32,2967
RRP1,2966
OR9H1P,2968
SOCS2,2968
PTGFRN,2968
ENSG00000288626,2968
INO80B-WBP1,2968
ACKR1,2968
IFRD2,2968
LDB1,2967
STX1A,2968
OXT,2968
FAM118A,2968
STXBP2,2969
PERCC1,2968
EXD1,2968
CHRNA5,2968
SMIM5,2968
MET,2968
DIO3,2968
DLX6,2968
SH3D19,2968
MRPL57,2968
PAEP,2969
FAM163A,2969
RGPD2,2968
LYNX1-SLURP2,2968
POU3F4,2969
ENSG00000270149,2968
WDR61,2969
CDC42EP2,2967
KDM8,2968
HSF4,2967
TRERF1,2967
KIF5C,2968
TACR1,2968
FAM104B,2968
ZSCAN1,2969
TAF11L13,2968
PM20D1,2969
NBPF4,2968
ZNF322,2967
JHY,2968
IVNS1ABP,2968
CD2BP2,2968
TM2D1,2967
F13A1,2969
KLF7,2968
ENO2,2968
ZNF429,2968
DNTTIP2,2968
SCAMP3,2967
PSMD12,2968
HPN,2968
FAM3A,2968
TRBJ2-3,2968
MTA1,2969
RIMS4,2968
ENSG00000279983,2968
TRBV10-3,2966
TLE7,2967
PACSIN2,2968
SLC35F4,2967
SGCE,2968
ST14,2969
PTOV1,2966
LRP5,2968
UBE2E2,2967
GP6,2968
SCN2A,2969
SMIM22,2968
ACTL7A,2968
VAMP8,2968
MINDY1,2968
SMIM36,2970
NID1,2967
PPP1R7,2969
UVRAG,2967
STAMBPL1,2969
ZNF830,2968
PMF1,2970
MSN,2968
KRTAP5-4,2968
CCDC182,2968
ZNF395,2968
CFTR,2968
ISM1,2968
SEC14L5,2968
SLC25A4,2968
ANO8,2969
LMAN1L,2967
CTDSPL,2967
PPP1R13L,2969
HSF2,2969
CHFR,2968
IL10RB,2967
FANCG,2967
CTTNBP2,2968
RAP1GDS1,2968
CCDC78,2968
DEFB108B,2968
ANKRD16,2968
CXCL9,2967
KRTAP5-2,2968
SLC47A2,2968
ENSG00000288725,2968
TMEM175,2968
SETDB2,2968
RPA3,2968
PIP,2968
SPON2,2968
HRK,2968
TNKS1BP1,2969
NDUFS2,2967
SBF1,2967
CDPF1,2967
STX16,2968
PIGX,2969
NANP,2968
DUOXA1,2968
ABCB8,2968
COG4,2968
OR4A47,2967
ELOVL3,2968
NDUFB6,2967
GOLM2,2967
SH2D4B,2968
SOD3,2968
RXRB,2968
P2RY4,2969
MOCS2,2968
GINS3,2968
OR4E2,2968
CLEC5A,2968
CTDSP1,2968
GPATCH2,2968
GRK3,2967
EIF1AD,2968
SULT1A2,2968
APOBEC3A,2967
MED20,2968
RNF2,2968
SRP72,2968
MND1,2968
IAH1,2967
HYI,2968
DEGS2,2969
KLRC4-KLRK1,2968
ATG4D,2969
TRDV1,2967
OR10J3,2969
TPD52L1,2968
COX8A,2968
NLRP10,2968
AVL9,2968
CCR5,2968
HELQ,2967
CEP57,2967
EHF,2968
HGS,2968
AHR,2968
ZNF157,2968
TMPRSS11D,2968
KIR3DL3,2968
ZSWIM6,2968
MXRA8,2968
TMEM89,2968
ENSG00000288669,2968
ATP9B,2968
DMPK,2968
GAS6,2968
CDC42SE1,2967
SPIN3,2968
TLR9,2967
RAB9B,2968
SLC27A5,2967
PYDC1,2968
ST6GALNAC6,2968
MMGT1,2969
ZNF337,2968
ABCA1,2968
SEC22B,2968
SSU72P2,2968
KRT27,2967
LRRC61,2968
CDC42BPA,2969
IHO1,2968
SLC30A7,2968
PIK3R1,2968
RIDA,2968
ENSG00000269026,2968
SUDS3,2969
REPS1,2968
TMEM169,2966
KIAA1143,2967
ENSG00000269242,2968
SLC22A15,2968
EML4,2968
GRIK2,2968
DHRSX,2969
OR10V1,2968
IGKV5-2,2968
DNPEP,2968
CDK12,2968
SCD,2968
COMMD6,2969
ATP6V0D1,2969
TBC1D3I,2968
SFR1,2968
C3orf14,2967
RENBP,2968
OR52R1,2967
GRM8,2968
PLEKHA5,2968
SLC6A14,2968
PFKM,2968
SCGB1C1,2968
TAFA1,2970
MT-ND6,2968
PLOD3,2967
H2BC1,2968
RNF19B,2968
CD4,2966
ITGAM,2967
PLA2G2E,2968
IL20RB,2968
CCDC86,2968
YIPF6,2968
PPP4R3C,2968
IL36RN,2968
LZTS2,2968
MAGEC3,2967
FAM199X,2967
PSMA5,2968
SCAMP1,2968
NPFFR2,2968
PSG11,2967
TTC14,2966
MBD2,2968
RPL15,2968
ZMYND11,2967
CCDC65,2968
CLPSL2,2968
GNAQ,2968
SLC6A1,2968
EIF4A1,2968
CSHL1,2968
PSD3,2968
C18orf54,2968
ALG1,2967
OR6C6,2967
FGFR4,2968
ENSG00000249240,2968
TMEM186,2968
E2F1,2968
IQCB1,2969
EPHX1,2966
DHX15,2969
DBH,2968
WNT2B,2968
ATF3,2967
DCAF8L1,2967
TBC1D14,2968
PPP6R1,2968
CLDN19,2969
CD79B,2968
CCNE1,2968
SERPINB5,2968
PRSS37,2969
ABCG1,2968
RPN2,2968
CRAMP1,2968
TMEM209,2968
DEF8,2968
ZCCHC9,2968
TRA2B,2968
GSDME,2968
IFT122,2968
C1orf232,2968
CDK9,2968
ATP23,2968
COX20,2968
FLRT3,2968
SLC39A4,2968
NKX2-6,2969
ZNF526,2968
ASXL3,2968
TMPRSS11E,2968
BEND6,2968
KRTAP26-1,2968
PDYN,2967
KIF18A,2968
ZFP62,2968
H2AC14,2968
CAPN9,2967
CCDC24,2968
TMPRSS13,2968
BRD1,2968
HERC1,2968
KRT38,2968
DAPP1,2968
LMBRD1,2969
NCSTN,2968
KLRC4,2967
UBXN10,2968
C10orf120,2968
LMF1,2968
SPRY3,2968
FAM160B1,2968
TTLL1,2967
UNC45B,2968
NECAB3,2968
DBI,2968
DYDC2,2968
ABHD10,2968
GRM5,2968
CAMK2D,2968
DLG3,2968
RPL19,2968
SH3GL2,2968
ENSG00000288716,2968
ELL2,2968
FLCN,2968
GPR132,2968
NTSR1,2968
ZNF414,2968
N6AMT1,2969
SEMA3F,2968
GPR19,2967
FAM222B,2968
DTD2,2968
ASTE1,2967
SIPA1L1,2968
DOCK1,2968
ARHGAP19-SLIT1,2968
MAX,2968
MYL9,2968
ENSG00000269237,2968
CLEC19A,2969
DDX3Y,2968
PPP1R17,2967
OR9Q2,2968
JADE1,2969
MACROD1,2969
KRTAP10-6,2967
TEAD2,2968
TRIM55,2968
APBA2,2968
ZNF404,2968
NSFL1C,2968
ENSG00000276302,2968
FBXO33,2967
CDKAL1,2968
PTPRH,2968
GRAP2,2968
ESRRA,2968
IQGAP3,2967
GNL3L,2969
ENSG00000173366,2968
LSG1,2968
MEOX2,2968
STAC2,2968
NCR3,2968
FKBP1C,2968
C7,2969
MLLT6,2968
TMF1,2967
OR2K2,2968
INCENP,2968
PHF11,2968
PSMD7,2968
FCN1,2968
TNFSF11,2968
PEX1,2968
CCDC61,2967
CST2,2968
ENSG00000285245,2968
WDPCP,2969
C11orf97,2967
PLEKHJ1,2968
TPSD1,2968
STPG1,2968
MIF,2968
FOXR1,2968
BATF,2968
CYB561A3,2968
FLAD1,2967
NANOS3,2968
PCDHGB4,2968
KRTAP6-1,2968
TCTN1,2968
SAMD11,2969
PBOV1,2968
DCDC2,2968
GPX5,2967
CC2D1A,2968
ARHGAP10,2967
MT-ND4,2969
MCHR1,2968
OR1G1,2967
CLEC20A,2968
TLX2,2968
BCKDK,2968
MFGE8,2968
EGR2,2968
EPB41L1,2967
KDM5A,2967
MOGAT3,2968
USP11,2969
RAB3GAP2,2967
MRPS18A,2968
PLA2G4F,2968
IGBP1,2968
SSTR2,2967
GPSM3,2968
PHACTR4,2967
SLC30A1,2968
ZNF578,2968
CUL3,2968
MBIP,2968
SOST,2967
DRAM1,2968
PARVB,2968
KCNV2,2967
HSDL2,2968
CTNNB1,2968
GPRASP1,2967
LIN7B,2967
IGHJ6,2968
MTMR12,2968
DNMT3L,2968
MOSMO,2968
DLK1,2968
HPGDS,2968
CFAP92,2968
PGLYRP3,2969
BPIFB4,2967
FABP12,2967
ENSG00000100101,2966
TRBV6-6,2968
DZIP3,2969
THADA,2969
MZT2B,2968
CASP1,2968
FAM90A10P,2968
COX6C,2967
CMTR1,2967
IPO7,2967
GNB5,2968
TREML1,2968
IFNL2,2968
NXPH2,2968
RPL35,2968
WNK1,2968
COL22A1,2968
ZNF418,2969
BRD7,2968
PROP1,2966
MEGF6,2967
AAGAB,2967
ACTRT3,2968
CLDN17,2968
TNFAIP2,2968
CXCL17,2968
CCL5,2967
KRTAP20-2,2969
EP300,2968
TNKS,2968
ZBTB32,2968
SH2D2A,2968
POC1B-GALNT4,2968
MYO15B,2968
RFPL2,2968
PGAP6,2967
CNOT11,2968
DCAF8,2968
UBIAD1,2968
SLC35E1,2968
SPAG1,2968
UMPS,2969
PBXIP1,2968
MRPS24,2968
SYN2,2968
NFYB,2969
GRB14,2968
SYTL5,2966
UBALD2,2968
OR10A4,2968
DOCK9,2968
OR10K2,2968
CCDC184,2968
NLN,2968
SPAG9,2969
CXorf58,2967
CSDE1,2967
EDDM13,2968
DISP3,2968
ST13,2968
GXYLT1,2968
RMI2,2968
FNDC4,2968
GALK2,2968
NCBP2AS2,2968
LAMTOR3,2968
TSPY2,2969
GLIS3,2968
CIPC,2967
TRBV5-6,2968
WDR81,2968
TMPRSS5,2968
RNF112,2968
ISLR,2967
HSFX2,2968
OR10A2,2968
KRT81,2968
RPL12,2968
RNASEK-C17orf49,2969
VWC2,2968
RBMX2,2968
RIC8A,2968
ATP13A4,2968
TCIM,2969
CASZ1,2967
MRPL21,2968
SLC17A5,2969
GGA2,2968
OR9A4,2968
RBM45,2968
PRG2,2968
DMRTB1,2968
IMMP2L,2968
ACRBP,2968
R3HDM4,2968
TRMT5,2967
DDR2,2968
GLYCTK,2967
CLEC4C,2969
CCDC120,2968
ADGRG4,2968
TNFRSF13B,2968
ENSG00000285444,2969
ZNF486,2968
LONP1,2967
RPL10L,2968
SCAMP5,2968
LPAR5,2968
SPHK1,2968
APBA1,2967
FAM102B,2968
RNF113A,2969
CENPL,2968
CYB5B,2967
TOP2B,2968
OR6C4,2967
CPT1B,2968
HSPE1,2968
ENSG00000287908,2968
OLR1,2968
NENF,2968
CABLES2,2968
FLT3LG,2968
C15orf39,2968
TTN,2967
LNX2,2968
SLC25A48,2968
GGPS1,2967
HAPLN3,2968
FAM177B,2968
FCAR,2968
EHD2,2968
SPARCL1,2967
RNF128,2968
KLRF1,2968
PROK2,2969
TAF9B,2968
SLA2,2968
MICAL1,2968
TIA1,2968
VCP,2968
UBA1,2968
ARHGAP23,2967
CFAP251,2969
CROT,2968
GLT8D2,2968
SMN1,2968
CCDC8,2968
MIA3,2968
TIGD4,2968
CD33,2968
ASB17,2967
POMZP3,2968
HMGA2,2970
ST7,2968
MMP24OS,2968
PHF20,2968
POU6F1,2969
KLHL30,2968
TRIM64B,2968
KHDC4,2968
L3MBTL2,2968
SRSF10,2968
SPRR1A,2967
PODXL2,2968
IGLV1-36,2967
KLK5,2968
GPATCH3,2968
TGFB1,2968
MDM4,2968
TNIP3,2968
MRPL28,2968
GTF2E1,2968
PLN,2968
KLF5,2967
CD36,2968
SCN8A,2968
KATNB1,2968
DYNC1I1,2968
STK10,2968
CHST9,2969
ACP6,2968
SCYGR9,2968
C17orf67,2968
ATIC,2968
STOML3,2968
TRAJ2,2968
CXXC1,2968
PRKACA,2967
IGHV4-39,2969
GNLY,2968
GOSR2,2968
KRTAP10-4,2969
ST6GAL1,2969
RO60,2968
CDKN3,2968
KCTD16,2968
DHX35,2968
C17orf114,2968
EDNRA,2966
TSPAN8,2968
SLC7A9,2967
SLC66A3,2968
CDCP1,2968
BECN1,2968
BHLHA15,2968
SAAL1,2968
RASEF,2967
C2,2968
HOXA2,2967
STAU2,2969
MYOZ1,2968
C17orf100,2968
ZNF808,2968
EGLN3,2968
SERINC5,2968
ING3,2968
SEMG2,2969
RASGRF2,2968
HCRTR2,2968
STAT4,2967
ATAD3A,2968
MS4A2,2968
NAE1,2967
CEACAM19,2968
ZSCAN4,2968
C2orf15,2968
ATP4A,2968
MC2R,2968
CLK2,2969
RAP1A,2968
G6PC2,2968
SP8,2968
ZNF181,2968
ZNF354C,2967
RRAS2,2968
MYH7B,2967
MFAP2,2968
C2CD4D,2968
POFUT2,2968
UNC13A,2968
HSF2BP,2969
ADAMTS9,2968
PNCK,2968
BFAR,2967
MTFR1L,2968
CAMKK2,2969
RD3L,2968
ZNFX1,2968
ANGPTL4,2968
ANKEF1,2969
PNMA8B,2968
POTEF,2968
SSB,2967
ROR1,2969
MMP21,2968
PSMA7,2968
TMEM252,2968
RPS2,2969
TMEM150C,2968
TBC1D16,2968
SDC1,2968
ESM1,2968
SIAH1,2969
OR4S1,2967
CERS5,2968
MEOX1,2967
ZFAT,2968
HMOX1,2968
MBD3L2B,2968
PLPP2,2967
UBE2D2,2968
PLEKHN1,2968
UST,2968
C3orf52,2968
NOS3,2967
C5orf63,2969
PCNX4,2968
MLX,2967
SOX9,2968
FEM1B,2968
SPIB,2968
RSPH3,2967
KCNK17,2967
POLR1D,2968
CDON,2967
LIX1,2967
VAX1,2968
GFRA3,2968
UGT1A5,2968
FAM90A23P,2968
MYL4,2968
ENSG00000278263,2968
MOGAT2,2968
ATP2C2,2967
HDHD5,2967
SRRD,2968
ANKRD53,2968
ESF1,2968
GRIP2,2968
UTP14C,2967
BLOC1S5,2968
IQCG,2968
KCNJ12,2967
