Gene_name,Com_Genes_No
NOD2,2968
PLCXD2,2968
MAK16,2968
ANXA8L1,2967
PNRC2,2968
PRR14,2968
LRIT1,2969
IPCEF1,2968
MICALL2,2968
PGRMC1,2968
IL22RA1,2968
DSPP,2967
OR2M3,2969
AVPR1B,2968
ZAP70,2967
ADAM11,2968
TSPAN5,2968
DMGDH,2968
THOP1,2968
ZNF385B,2970
CEP57L1,2968
TBC1D25,2969
SLC2A2,2968
LRFN1,2967
COLEC10,2967
SPRR2G,2968
ENSG00000284906,2968
PRAMEF12,2967
OVCH1,2968
TAGLN2,2968
PRR15,2968
MAN1C1,2969
PCBD2,2968
COL11A1,2968
CFC1,2968
ALPP,2967
SDHAF2,2968
THBS3,2968
S100A7A,2968
PTK6,2968
NELL1,2968
RHOA,2968
RNASEH2A,2968
VDAC3,2968
ENPP1,2968
AXIN2,2968
LCE2A,2968
MIF4GD,2968
KCNN1,2968
PRM2,2968
TMEM86A,2968
PHF5A,2968
ZNF618,2968
PPP2R2B,2966
KCNJ2,2968
NEURL3,2968
CYP2E1,2968
EEF1AKMT4,2968
TRBV11-1,2968
KAZN,2968
NOS2,2968
SKA1,2968
ARPC1A,2968
CLDN5,2968
MEGF11,2968
DEPDC7,2968
UFM1,2968
GMPPA,2969
KRTAP4-2,2968
ARHGAP25,2967
KISS1,2968
CES3,2969
DCP1B,2968
CREBL2,2968
BAIAP2,2968
CCL1,2967
PRB1,2968
PTCHD4,2968
TBC1D3C,2968
HDAC8,2968
ZNF282,2969
PYURF,2968
MRPS34,2969
AHNAK,2968
SLC12A7,2967
OR2L2,2969
CCDC191,2968
SPATA1,2968
ADAMDEC1,2967
PRPSAP1,2967
RPS17,2968
ACOT7,2968
GTPBP10,2968
IGHV3-64,2967
NR2E1,2968
INAVA,2968
SAA1,2968
C2CD4A,2968
OR2M2,2968
CDRT15L2,2968
GTF2H3,2968
S100A4,2968
SH2D7,2968
MED8,2968
PLA2G2F,2968
RAB38,2967
ENSG00000268797,2969
PCDH19,2968
VPS45,2968
RUNX1,2968
RHOC,2968
DPPA5,2968
IGLV4-3,2968
FYB1,2969
MRPS25,2967
PCDHA7,2968
CSAG1,2969
GIMAP5,2968
KLK9,2968
ADAD2,2968
PRR32,2966
OR8B4,2967
ATXN3,2968
IGHV3OR16-8,2968
THUMPD1,2968
ENKD1,2968
ASIC1,2968
MTERF3,2968
KRTAP2-3,2968
PRKAA1,2968
NMD3,2968
LBP,2968
LMOD2,2967
CTNNBL1,2968
TSHZ3,2967
RSL24D1,2968
NPR1,2967
SMIM10,2968
ERICH1,2968
ZNF579,2968
ASPN,2968
SSBP2,2969
CCDC60,2968
LINC02210-CRHR1,2968
MRPS22,2967
FKBP1B,2968
PLEKHA4,2968
SLC9A3,2968
C4orf33,2968
INS-IGF2,2968
CLSPN,2968
MCOLN2,2968
FAT2,2967
NANS,2967
PAICS,2968
FBLN7,2969
GRINA,2968
ENSG00000288684,2968
MAB21L3,2967
PLS1,2968
POLR2L,2969
OR52E6,2968
ZNF570,2968
MAP4K2,2968
PLAT,2969
CCRL2,2966
CITED2,2967
CLINT1,2968
GCC2,2968
GNAL,2967
C16orf90,2968
PITPNC1,2968
CCDC12,2968
PPT1,2968
PRSS35,2968
CEND1,2968
SPOP,2969
TRIM39-RPP21,2968
LCE3C,2969
BMP3,2968
SIK1,2970
ENSG00000288710,2967
PICK1,2968
LYAR,2969
ENSG00000288711,2967
RPL17,2968
BACE2,2969
CD99L2,2967
GPR143,2968
ACAP3,2968
SF3A2,2968
CT55,2968
SNX33,2968
COPS8,2968
UCP2,2967
NOP2,2968
ERI3,2967
TAX1BP3,2969
LILRA4,2968
TACO1,2968
COP1,2967
INSL5,2968
SAP18,2969
DDX19A,2969
HSCB,2967
P3R3URF-PIK3R3,2967
AKAP14,2968
GON7,2968
FCER1A,2969
SF3B6,2968
CD37,2968
TEX29,2967
PPP2R3B,2968
TVP23B,2968
MYH9,2968
PMEL,2968
ASB11,2968
C2orf69,2968
P4HA1,2968
RDH8,2968
PKM,2968
POLR2K,2968
LTF,2968
CRYAA,2968
KHSRP,2968
SLC22A12,2968
DTX1,2968
SMIM13,2968
NUTM2F,2968
CARNS1,2970
ELK4,2968
AGPAT1,2969
UBE2L3,2968
MYH3,2968
IQCC,2968
YLPM1,2968
AGR2,2968
MYOM3,2968
SPANXN2,2967
ROBO3,2966
DUS2,2968
CLDN7,2969
NECAB2,2969
OR10S1,2967
TIMM10,2968
SMC5,2968
CERS3,2968
ZNF684,2968
PLCG1,2967
WDR89,2968
PRICKLE4,2967
GABRD,2969
DYNC2LI1,2968
MT-CO1,2967
MUC5AC,2968
PTDSS1,2968
RLBP1,2968
PDGFC,2968
RFNG,2968
ZNF697,2968
RRM2B,2968
RPA1,2968
PGLS,2968
BBC3,2968
LY6D,2968
PLK3,2968
TMEM251,2968
ITPRIPL2,2968
VSTM2L,2968
TRAV9-1,2967
TMEM178B,2968
SMC1A,2968
PDCD2,2968
ODAPH,2968
DPCD,2968
GNRHR,2968
CDCA8,2968
RAB40A,2967
ILK,2967
NEURL4,2967
ZNF677,2967
CNTNAP2,2968
PHYHD1,2968
FERMT1,2968
CAPN7,2967
SMIM14,2967
GATAD1,2968
ZNF215,2968
CDK16,2968
LOXL3,2968
ANTXR1,2968
AIP,2968
NFKB1,2968
RNASEK,2968
DEF6,2969
TRBV7-1,2968
ARMC1,2968
TSTD3,2967
PUM1,2968
METTL6,2968
LPIN1,2969
KCNH2,2968
PKP3,2967
PRKRIP1,2967
S100A9,2967
SELP,2968
MAN1B1,2968
SCRIB,2967
OR52A5,2966
MTA2,2968
LRRC53,2968
ATF4,2967
NAXE,2968
SRR,2968
ANAPC1,2968
TMEM74,2969
LRRC18,2967
POLR2A,2968
RELT,2968
ENSG00000285932,2967
HTR5A,2968
ARHGAP27,2967
KLF4,2968
C9orf50,2969
REEP6,2968
MTF2,2968
TRBV6-7,2967
GYPE,2968
RIPPLY3,2968
UBE3C,2968
SCPEP1,2969
CFAP94,2968
TAF8,2967
CEACAM21,2968
UBE2Z,2968
CENPW,2968
PCDHB10,2969
MFSD5,2968
CEMIP2,2968
COL5A3,2968
ENSG00000288661,2968
OCIAD2,2968
FFAR1,2968
RPLP0,2968
ID2,2968
POLR3GL,2968
GPBP1L1,2969
MAD2L1BP,2968
DUXB,2968
CBR4,2968
C4orf3,2968
ENSG00000269179,2968
ENSG00000285816,2968
DYRK2,2968
FH,2968
ASB2,2968
LMNB1,2967
PRKAB2,2968
TNFSF12,2968
HBD,2969
ELF1,2968
BCAP31,2968
NIPAL4,2968
LDHD,2968
ZCCHC2,2969
FSTL5,2967
NR1D1,2969
AP1M2,2968
SYNDIG1,2969
SETD7,2968
COPS6,2968
CDCA2,2968
ALOX5,2969
TTC7B,2968
ZNF595,2966
TYW3,2968
UROD,2968
CASC3,2968
MROH9,2967
PIGU,2968
COPS2,2968
TRPM6,2967
FAM90A26,2968
TMEM43,2968
MMP8,2968
CPSF3,2969
ARHGAP32,2968
GABRR1,2968
KL,2968
POLE3,2968
ZNF860,2967
TEX101,2967
C11orf87,2967
ZNF169,2968
OR2AG1,2968
UBE2D4,2968
CCR1,2967
DNAI3,2968
NME5,2968
OR51Q1,2968
CTNND2,2968
TRAPPC2L,2968
UBE2E3,2968
ZNF772,2967
IGKV1D-43,2968
ZNF771,2968
IL5RA,2966
MTRNR2L8,2968
APOBEC1,2968
DDB1,2968
DICER1,2968
POLR3D,2968
E2F8,2969
ABCD3,2968
ENSG00000273088,2968
IGHM,2968
KBTBD6,2968
MCHR2,2970
PPP1R1A,2968
NOL4L,2968
ANKRD13B,2968
PPIL4,2969
SOX12,2967
EPHX2,2968
NLE1,2968
GNPTG,2969
PFKFB1,2968
POTEH,2969
CNBP,2968
OR4A16,2968
DHX8,2968
MAFG,2967
PCOLCE,2967
TMEM129,2968
STK11IP,2969
PPAN-P2RY11,2967
TMBIM4,2967
RPS15,2968
FBXO22,2967
RBP1,2968
DYNC1LI1,2968
ZNF638,2968
GPD1L,2968
JAKMIP1,2968
GTF3C3,2967
ELK3,2967
CCDC83,2967
FLI1,2968
C4orf47,2968
DNAJB13,2967
URGCP,2967
TRAJ35,2968
MARCHF11,2968
TRAV13-1,2968
DCAF6,2968
SNAP25,2967
CPA6,2967
AIF1,2968
BAALC,2968
PF4V1,2968
LRRCC1,2968
OR4F15,2967
FGA,2967
THAP5,2967
MB21D2,2968
CCL21,2966
TMEM131L,2968
CRELD1,2968
GPR180,2968
TAAR8,2968
LAG3,2967
RGS4,2968
USP13,2968
ENSG00000288636,2967
HMX1,2968
FZD3,2968
LYPD8,2968
LGALS8,2968
METTL14,2968
CD40,2968
TMEM132E,2967
UHRF1,2967
SKOR1,2968
TMEM63A,2967
SHISA3,2968
SNX10,2966
HELB,2968
PPARA,2968
FMO2,2967
RELA,2968
PHRF1,2968
CCNI,2968
IQCF2,2968
ZNF691,2968
CLCA4,2968
COQ10A,2968
HCFC2,2968
GABBR2,2968
FCGR3A,2967
GPAM,2968
MARS2,2968
DPT,2968
FOXM1,2968
ATP6V1G3,2967
TMEM163,2968
COL11A2,2968
OR14I1,2968
C20orf173,2968
NOTCH3,2968
PRCC,2968
SPATA31D3,2968
PHF1,2968
C21orf91,2968
SMIM10L1,2968
ABI1,2968
INO80,2967
GLB1L,2967
RUVBL1,2969
GK,2968
HBZ,2968
NHLH1,2968
DRG2,2967
HOXD4,2968
RNLS,2967
FAT3,2968
PEAK1,2968
IL1A,2969
MAEA,2968
OSGIN2,2968
SERPINB1,2967
CYSTM1,2968
CFAP161,2968
IPPK,2967
GUK1,2968
TAB3,2968
DEPDC4,2968
TFDP3,2968
TSPO,2968
ACBD5,2968
ACSS3,2967
ARRDC2,2968
ZNF774,2969
C22orf23,2966
KLF9,2970
FUNDC1,2968
OR6J1,2968
PUS10,2968
KIAA1328,2968
CBWD1,2967
CEP72,2967
WNT6,2968
TAS2R40,2968
IGHD,2968
FZD7,2967
OR4K1,2967
IGHV1-24,2968
ENSG00000258674,2968
ZZZ3,2968
PRDX6,2968
SSPN,2968
ZBTB10,2968
GCAT,2968
NAALAD2,2968
GDI2,2968
SYT17,2968
RNH1,2968
CCER2,2968
PDE6G,2968
VGLL4,2967
RAPH1,2968
TGM5,2968
RPL5,2969
NDUFAF3,2968
PAX1,2967
OR13C8,2967
ARFGAP2,2968
GCH1,2968
PLAAT5,2968
SENP8,2968
WAPL,2969
EXOC3L1,2968
OR1Q1,2968
TRAM2,2968
PDZD4,2968
OBP2B,2968
SUOX,2968
ACSL5,2967
PIK3CB,2968
IL24,2968
TRAJ39,2966
TBCE,2968
COL6A1,2968
HBE1,2967
FXYD3,2968
IVD,2968
CPT1A,2968
NTF4,2968
SELENOH,2968
MKRN3,2968
TRAJ11,2968
PCDHGA6,2967
N4BP2L2,2969
TMC7,2967
ARHGAP31,2968
TRAJ10,2968
SMG9,2968
CARD14,2968
RHBDD3,2968
IGHV1-45,2968
TOP3B,2968
CDC7,2968
CAPN8,2968
ESAM,2968
TRIM40,2968
SELENOM,2968
KCNE2,2967
HIPK2,2968
ENSG00000241690,2968
FTCD,2968
JAML,2967
SLC39A7,2968
NBPF15,2968
NAP1L1,2968
ENSG00000259060,2968
ENSG00000255835,2967
NABP1,2969
LYPD6,2968
NECTIN4,2967
PLCL1,2968
SIGLECL1,2969
CD200R1,2969
ZNF559,2968
CENPN,2968
PDE6B,2968
DLX5,2968
BHLHA9,2967
CA14,2968
ZNF556,2967
FBXW8,2968
RPS7,2968
SPOUT1,2968
ZAR1L,2968
RPTN,2968
SCYL3,2967
CABIN1,2968
SLC16A7,2968
TEX14,2969
VPS13B,2968
PHYKPL,2968
B4GALT5,2968
ENSG00000264813,2969
TBCK,2968
RTF2,2968
OR2A42,2968
STAT5B,2967
C9orf24,2968
GUCY1A2,2968
MARCHF7,2968
OR6N1,2968
RPL39,2967
KLHL29,2969
TRBV7-2,2967
PCDHB16,2968
SLC12A5,2967
TRMT61B,2968
OR4X1,2967
TBC1D19,2968
NSF,2968
CXCL8,2967
DNPH1,2968
SMTNL2,2968
TRDN,2968
GNPDA2,2967
COMMD8,2967
CALML4,2968
STK40,2968
PRSS16,2969
BPIFB3,2968
SPC24,2968
MRGBP,2968
ENSG00000285133,2967
KCNE1,2968
KCNN4,2967
SYNJ1,2968
ERG,2968
ALKBH7,2967
RBL2,2967
LIPJ,2967
RPS10-NUDT3,2968
HAAO,2968
BRAP,2968
ALDH1A3,2968
CSTF2,2968
MAP3K21,2969
ANKZF1,2968
BCL2L12,2968
LRTM2,2967
SEMA3B,2968
PRC1,2968
FAM133A,2968
OR10Z1,2968
GDPD4,2967
VEGFD,2968
SRSF5,2967
SPAG16,2968
OR14J1,2968
DEFA5,2968
PRKCA,2968
CLDND2,2968
ZNF816-ZNF321P,2969
SLC22A18,2968
ARL14EP,2966
ZNF606,2969
PRR15L,2969
SPACA4,2969
PRR13,2968
EPHX4,2968
RNF212B,2967
OSER1,2968
VAMP5,2968
THOC7,2968
DNAJC5,2968
IL6R,2968
ZSCAN30,2967
MYOF,2967
NDUFB10,2968
BTBD8,2968
SPEM1,2968
GOLGA6L4,2968
LIMCH1,2968
PRR4,2967
SPC25,2968
FGFBP1,2968
DAGLA,2968
ELP3,2968
EIF2AK3,2968
FBXO2,2968
TAF11L4,2969
TMX2,2967
CCL28,2968
CPEB1,2968
PRKCE,2968
DARS2,2968
COG2,2967
PLXND1,2968
PIGL,2968
FPR3,2968
SLC44A5,2967
S100P,2968
OGG1,2969
RTF1,2969
APOBEC3C,2968
CTAGE6,2968
ZNF254,2968
GRM1,2967
KCNQ4,2968
PTMS,2968
ARFRP1,2967
UBE2O,2968
GRK5,2968
C19orf54,2968
EQTN,2968
KANK1,2968
SENP5,2967
STAT3,2968
ANKDD1B,2968
HR,2967
WDR41,2968
TPCN2,2968
GOLGA6L7,2968
C10orf90,2969
NEDD8,2968
GRIN1,2968
XYLT2,2968
NEK5,2968
JARID2,2968
LENG8,2968
ZNF185,2969
RPRML,2968
USHBP1,2968
AFG1L,2968
PDPN,2968
CGGBP1,2968
IDH2,2968
FTH1,2967
MAB21L2,2968
KCNJ10,2967
ENSG00000288695,2968
GPS1,2967
CHDH,2968
TRAV8-4,2968
KIAA0895,2968
CTTNBP2NL,2968
FKBP11,2968
SLC6A9,2967
HMGN3,2968
FBXL6,2967
TNFRSF11A,2969
HAVCR1,2968
CASS4,2968
FAM53B,2968
DNAJA2,2968
KSR1,2968
ENSG00000268173,2968
EDF1,2968
ATOH1,2968
RNASE4,2970
POLDIP3,2968
XAGE3,2967
CFL1,2968
COL27A1,2968
FUT8,2969
CEP85,2967
SNX9,2968
COMT,2968
PRAF2,2967
TBC1D15,2968
GNL2,2968
ITPA,2968
SLC9A1,2968
PSIP1,2967
ACYP2,2968
ZPLD1,2968
ENSG00000267157,2968
RWDD2A,2967
OSBPL5,2968
OSGIN1,2968
ENSG00000225528,2968
TCF3,2968
CCR3,2969
TMEM62,2968
FGD1,2967
MUS81,2968
SLC35E3,2967
ZNF506,2967
HSPB2,2968
TMEM125,2969
IGSF8,2968
IGHD6-13,2968
ENSG00000272410,2967
TMEM167B,2968
PJVK,2966
COMMD3,2969
GPR137C,2968
FBXO25,2968
ART1,2968
ETV6,2969
DDX19B,2968
RIMBP3,2968
SLC10A1,2967
SLC9B1,2967
DSTYK,2968
RPEL1,2968
RNF123,2968
IGKV2-24,2969
LORICRIN,2967
TBP,2968
OTUD4,2968
CD1C,2969
NT5C,2968
PPP2R5C,2967
UCP1,2968
FSIP2,2968
CDC42EP1,2967
NEIL1,2968
IFNA17,2968
ANKRD33,2968
MT1G,2968
RLN1,2967
ALDH16A1,2967
SIGLEC16,2968
LTBP2,2969
NFIX,2968
KRTAP2-2,2968
LUZP4,2967
MYOZ3,2968
PCDHGA5,2968
SIGLEC6,2968
SMCO1,2968
OR2T2,2968
DEFB112,2968
HOXB8,2968
KRT4,2967
GPR52,2969
NUDT15,2968
ENOSF1,2968
ZNF674,2967
KCTD18,2968
NBPF1,2968
ACTL10,2967
NRSN2,2967
PCDHGB6,2968
SLC6A20,2968
ADGRA2,2968
HOXC10,2967
MTM1,2968
IGHA1,2968
NUAK2,2968
CYP26A1,2967
OOEP,2968
ADAM10,2967
OR1R1P,2967
FAM8A1,2968
GNRH2,2968
THSD8,2968
PABIR2,2968
MDGA1,2968
H2AC8,2968
SOX10,2967
GTF2F1,2969
ZNF93,2968
FBXL17,2969
PRR5L,2968
GTF2A2,2968
SLC26A7,2968
PRPS1,2968
ITGA2,2968
BMP8A,2969
NOM1,2968
TARDBP,2968
NRP2,2969
CLASRP,2968
LRCOL1,2968
VTI1B,2968
TMCO3,2967
PPP1R3D,2969
CNPY4,2968
USP24,2968
ARPIN,2968
ANKRD61,2968
KRTAP12-1,2968
DCBLD1,2967
TRAV14DV4,2968
PSMA8,2968
RACGAP1,2968
CDH13,2968
TBX1,2968
NPC2,2967
PHACTR3,2968
TES,2967
ABHD17B,2967
GRIFIN,2968
PRR11,2967
DUX4,2968
ARFGEF2,2967
NUDCD1,2967
HTR1B,2968
CMTM6,2966
ITGA4,2968
MROH2B,2968
SPATA4,2968
CHRM3,2968
ABT1,2968
SPINK2,2970
GM2A,2967
CNRIP1,2968
ENSG00000273269,2968
SCP2,2967
OLIG2,2968
FOLR1,2968
HUWE1,2968
SH3BGRL3,2968
TMEM243,2968
FANCC,2967
RHOT1,2968
IGHV2-70D,2968
MRPL24,2968
MARVELD1,2968
ADAMTS10,2968
LHB,2968
OR4K17,2967
TRIM13,2968
SHLD3,2969
RAPGEF3,2968
CADM1,2968
HEATR1,2968
KRTAP19-3,2969
NUSAP1,2968
SNRPA,2968
RB1,2968
OS9,2967
SCN3A,2969
P2RY2,2968
STAR,2968
RAMP3,2968
PHAX,2968
HPD,2968
SPAG7,2968
RSPH9,2968
WDR46,2968
PCDHGC5,2968
ANGPT4,2968
CNOT4,2969
USP17L15,2968
ADH1A,2967
PCDH15,2968
HOXC4,2968
GGT7,2968
IKBKE,2967
BICRAL,2968
OR2M4,2968
OTOG,2968
TRRAP,2968
NTC,2968
CCDC178,2967
SPHK2,2968
ZNF232,2968
XPOT,2968
KRTAP19-7,2968
MAT2A,2968
RBM39,2968
TAF9,2967
BCAS3,2968
VAT1L,2966
PTPRR,2969
ZIC4,2968
FGF6,2967
CHPT1,2968
AMDHD1,2969
OR2T8,2968
RPL3,2968
TBC1D2,2967
PPP2R5B,2968
PRDM1,2968
MAST4,2968
AIPL1,2968
AHSP,2968
MSX2,2967
BUD23,2968
SLC22A24,2968
MTTP,2968
RNPC3,2968
ENTPD8,2968
C1QTNF2,2967
NPIPB2,2968
INHA,2967
SCN1A,2968
C5orf15,2968
ENSG00000286231,2968
ZCCHC8,2968
SCAF8,2967
ZSCAN29,2968
PPP6C,2968
SPRYD4,2968
ANO2,2968
FRAT1,2969
NAP1L2,2967
TBC1D3B,2968
ACTBL2,2968
SPEG,2969
OR2G2,2968
KIF5B,2968
CYP46A1,2968
MFSD8,2968
ZFAND2A,2968
GNAI1,2967
YBEY,2966
ENSG00000259316,2968
MSH3,2967
ELK1,2968
SET,2968
CCNYL1,2968
SOX15,2968
REG4,2968
RPS12,2968
BCL2A1,2968
GNG12,2968
TPM1,2967
MYOD1,2968
CXCL1,2968
RASSF1,2968
DDOST,2968
HESX1,2967
OR6B3,2968
WDR37,2968
RNF40,2968
SAV1,2968
ENSG00000285708,2968
OR13C5,2968
KIFBP,2968
C2CD4C,2968
HHAT,2967
MXI1,2967
FRG2,2968
RWDD1,2968
APEX2,2967
USE1,2968
CARD8,2969
PSMB2,2968
C11orf68,2968
MUC3A,2968
OR10D3,2968
C1QA,2968
NSMCE3,2968
RPS9,2968
PAK5,2968
PKHD1L1,2968
ALDH4A1,2969
OR51B6,2967
PRKAB1,2968
MTARC2,2968
CRTC1,2968
PARD3B,2969
UPB1,2969
FGF23,2968
ENSG00000288677,2968
SLC26A6,2968
MTHFD2,2968
MRS2,2967
FAM117B,2968
CDH10,2968
ALS2CL,2968
MAOB,2967
ABI3,2968
KCNJ9,2968
GAB4,2968
CAPZA2,2967
PBRM1,2968
FKBP7,2968
MYLIP,2968
ZNF547,2966
KLHDC9,2968
STXBP3,2969
CYP1B1,2967
ENSG00000280433,2968
ZNF543,2968
CDC23,2969
CSTL1,2967
TRIM64C,2968
CDC123,2967
CCDC70,2968
RBMY1E,2968
ACY1,2968
TCAF2C,2967
FAM107B,2968
TSGA10IP,2968
PCMTD2,2968
WDR5,2968
DPRX,2969
SLC22A11,2969
LCMT1,2968
XAGE5,2968
ZMYND10,2969
SHLD1,2968
DCAF13,2968
RNF113B,2968
ZNF175,2969
VPS16,2967
INSIG1,2968
NMS,2968
CSK,2967
ELOB,2968
SMIM15,2968
BTBD2,2968
PIM2,2968
FAM3C,2968
LGI1,2968
PRAMEF10,2968
IFNAR1,2967
COL4A2,2968
SAFB2,2967
OVCH2,2968
CD160,2967
FRMPD2,2968
RNF126,2968
PVR,2966
S1PR1,2968
TCP11L1,2968
NEFM,2968
ZNF566,2967
SLC16A13,2968
CSNK1G2,2968
OR13C9,2967
RPRD1B,2968
TMEM101,2968
EEF2KMT,2968
CCND1,2968
GLRA3,2968
VTCN1,2968
DNAAF4,2968
DDX46,2968
CCN3,2968
SLC37A3,2969
ARID5A,2967
SLIRP,2968
KLC2,2968
PRRC1,2968
WFS1,2968
POLR3E,2968
TMEM238,2967
PHF10,2967
ATP6V1C2,2968
ZNHIT2,2968
KLRF2,2968
RFTN1,2968
MRPL34,2967
FGR,2968
SSR4,2968
RPS13,2968
TRABD,2968
NTMT1,2968
LEO1,2968
SFTPC,2967
ZSWIM2,2967
XKR3,2969
TRBV16,2968
MTRES1,2968
C1orf162,2969
TXLNB,2968
CD177,2968
ABHD14A-ACY1,2968
KRT6C,2968
DNAAF2,2968
CBLN3,2968
FRMD4B,2969
CACFD1,2968
IARS2,2968
ZBTB26,2969
SERPINB4,2967
SHMT2,2968
TJP3,2966
MED24,2968
DCUN1D2,2968
CCDC110,2968
TAS2R50,2968
CCSER2,2968
ENSG00000256566,2968
KLHDC7A,2968
PCDHGA11,2968
ENPP7,2968
SLC5A12,2968
SPINT3,2968
CATIP,2967
CRYGS,2968
NRDE2,2968
CIT,2968
F7,2967
FBP1,2968
LRATD2,2968
KIR2DL4,2969
SPSB3,2968
GOLGA8F,2968
ZNF574,2968
KCNK16,2968
SLC9A5,2968
SLC25A36,2967
GCLM,2967
TAS1R3,2968
RHOBTB2,2968
LRCH1,2965
LCA5L,2966
TBC1D7,2968
PUS1,2967
FOXL3,2968
GJC2,2968
NOMO3,2967
TMEM192,2968
MELTF,2968
KLHL36,2968
LIPT1,2967
STX11,2968
PSMA3,2968
ANAPC10,2968
GABRA6,2968
ZNF723,2968
GLDC,2968
EMC2,2967
